person_name_id,preferred,person_id,prefix,given_name,middle_name,family_name_prefix,family_name,family_name2,family_name_suffix,degree,creator,date_created,voided,voided_by,date_voided,void_reason,changed_by,date_changed,uuid
131,0,131,NULL,'Bradley','Kibalabali',NULL,'Tingo',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de824919-1691-11df-97a5-7038c432aabf'

133,0,133,NULL,'Morgan','Onyango',NULL,'Kishia',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de824cb5-1691-11df-97a5-7038c432aabf'

135,0,135,NULL,'Misula','Chepseng\'Egny',NULL,'Waula',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82503b-1691-11df-97a5-7038c432aabf'

136,0,136,NULL,'Joandine','Chepchai',NULL,'Leloto',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de8253d7-1691-11df-97a5-7038c432aabf'

139,0,139,NULL,'Nelson','Kiplating',NULL,'Matey',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de825766-1691-11df-97a5-7038c432aabf'

141,0,141,NULL,'Lemuya','Kole',NULL,'Kipchumba',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de825c76-1691-11df-97a5-7038c432aabf'

143,0,143,NULL,'Alfreda','Tenyera',NULL,'Nyanjama',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de8260c1-1691-11df-97a5-7038c432aabf'

148,0,148,NULL,'Aphily','Kibuigut',NULL,'Ouno',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de826488-1691-11df-97a5-7038c432aabf'

154,0,154,NULL,'Lydia','Oroko',NULL,'Matonda',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82682c-1691-11df-97a5-7038c432aabf'

156,0,156,NULL,'Phidelis','Jepkutwa',NULL,'Kimining',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de826bd1-1691-11df-97a5-7038c432aabf'

158,0,158,NULL,'Thabita','Manori',NULL,'Kibondo',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de826f6d-1691-11df-97a5-7038c432aabf'

159,0,159,NULL,'Mercilia','Madekwa',NULL,'Cheptit',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82730d-1691-11df-97a5-7038c432aabf'

160,0,160,NULL,'Khadija','Wangechi',NULL,'Odhiambo',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de8276a9-1691-11df-97a5-7038c432aabf'

164,0,164,NULL,'Franklin','Wafula',NULL,'Ngeny',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de827a4d-1691-11df-97a5-7038c432aabf'

166,0,166,NULL,'Georgina','Atienio',NULL,'Olouch',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de827ddc-1691-11df-97a5-7038c432aabf'

169,0,169,NULL,'Nelphine','Chebiy',NULL,'Biwot',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de8281b0-1691-11df-97a5-7038c432aabf'

170,0,170,NULL,'Reckyne','Rehema',NULL,'Mbogo',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de828554-1691-11df-97a5-7038c432aabf'

174,0,174,NULL,'Farady','Esiyen',NULL,'Sonoi',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de8288e8-1691-11df-97a5-7038c432aabf'

180,0,180,NULL,'Jotham','Kakai',NULL,'Andege',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de828c77-1691-11df-97a5-7038c432aabf'

181,0,181,NULL,'Naumi','Chepkoros',NULL,'Rirei',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de829006-1691-11df-97a5-7038c432aabf'

182,0,182,NULL,'Rebbecca','Jebuigut',NULL,'Shariff',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de8293a6-1691-11df-97a5-7038c432aabf'

185,0,185,NULL,'Tresy','Akhabi',NULL,'Moseti',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de829731-1691-11df-97a5-7038c432aabf'

188,0,188,NULL,'Slot','Swanyiri',NULL,'Liyai',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de829ac4-1691-11df-97a5-7038c432aabf'

194,0,194,NULL,'Jepkeino','Chianda',NULL,'Kalalesso',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de829e53-1691-11df-97a5-7038c432aabf'

199,0,199,NULL,'Jothan','Kesio',NULL,'Lisiolo',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82a1f3-1691-11df-97a5-7038c432aabf'

205,0,205,NULL,'Jared','Kipkembei',NULL,'Banoei',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82b157-1691-11df-97a5-7038c432aabf'

207,0,207,NULL,'Steven','Kiptarus',NULL,'Mwaniki',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82b548-1691-11df-97a5-7038c432aabf'

208,0,208,NULL,'Yunis','Kimurei',NULL,'Salim',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82b8f1-1691-11df-97a5-7038c432aabf'

214,0,214,NULL,'Lynet','Tapsimei',NULL,'Ombati',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82bc9a-1691-11df-97a5-7038c432aabf'

217,0,217,NULL,'Njoroge','Igwenyi',NULL,'Chemwo',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82c031-1691-11df-97a5-7038c432aabf'

220,0,220,NULL,'Truphena','Terigin',NULL,'Suiter',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82c3d1-1691-11df-97a5-7038c432aabf'

223,0,223,NULL,'Nina','Mumo',NULL,'Awoi',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82c769-1691-11df-97a5-7038c432aabf'

228,0,228,NULL,'Kituta','Kipyegon',NULL,'Ifeda',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82cb16-1691-11df-97a5-7038c432aabf'

229,0,229,NULL,'Relyons','Amuteti',NULL,'Mungai',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82ced0-1691-11df-97a5-7038c432aabf'

243,0,243,NULL,'Shallow','Misanya',NULL,'Ogwora',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82d274-1691-11df-97a5-7038c432aabf'

245,0,245,NULL,'Benda','Ndima',NULL,'Logi',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82d603-1691-11df-97a5-7038c432aabf'

248,0,248,NULL,'Bildan','Mbasi',NULL,'Ayebei',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82d9a8-1691-11df-97a5-7038c432aabf'

250,0,250,NULL,'Sospeta','Tendenei',NULL,'Busola',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82dd37-1691-11df-97a5-7038c432aabf'

254,0,254,NULL,'Festus','Cherotich',NULL,'Murango',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82e0d7-1691-11df-97a5-7038c432aabf'

260,0,260,NULL,'Nurses','Ali',NULL,'Jepkemei',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82fc06-1691-11df-97a5-7038c432aabf'

266,0,266,NULL,'Effie','Mabwai',NULL,'Kalum',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de82fffc-1691-11df-97a5-7038c432aabf'

272,0,272,NULL,'Scandia','Achieng',NULL,'Kenei',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de83039c-1691-11df-97a5-7038c432aabf'

275,0,275,NULL,'Cathleen','Kadenge',NULL,'Lesiony',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de830745-1691-11df-97a5-7038c432aabf'

277,0,277,NULL,'Fanel','Chianda',NULL,'Isimba',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de830adc-1691-11df-97a5-7038c432aabf'

282,0,282,NULL,'Jona','Wairire',NULL,'Shakuto',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de830e81-1691-11df-97a5-7038c432aabf'

286,0,286,NULL,'Dictor','Cherogong',NULL,'Mutwiri',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de83120c-1691-11df-97a5-7038c432aabf'

287,0,287,NULL,'Mariamu','Albert',NULL,'Gilbert',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de8315a8-1691-11df-97a5-7038c432aabf'

288,0,288,NULL,'Lemmy','Kirui',NULL,'Maucha',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de83193b-1691-11df-97a5-7038c432aabf'

289,0,289,NULL,'Juvinalis','Ominde',NULL,'Ngelese',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de8323e0-1691-11df-97a5-7038c432aabf'

290,0,290,NULL,'Kaisha','Owour',NULL,'Kendah',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de8327b3-1691-11df-97a5-7038c432aabf'

292,0,292,NULL,'Calvin','Khaliviti',NULL,'Karisa',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de832b75-1691-11df-97a5-7038c432aabf'

302,0,302,NULL,'Bevlyne','Mbuya',NULL,'Kirongo',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de832f51-1691-11df-97a5-7038c432aabf'

303,0,303,NULL,'Chebor','Jepsiele',NULL,'Sisei',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de83333f-1691-11df-97a5-7038c432aabf'

311,0,311,NULL,'Joster','Praise',NULL,'Karabor',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de83370e-1691-11df-97a5-7038c432aabf'

315,0,315,NULL,'Beatice','Misanya',NULL,'Chebelicho',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de833aee-1691-11df-97a5-7038c432aabf'

321,0,321,NULL,'Marcelina','C',NULL,'Kosyom',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de833ec2-1691-11df-97a5-7038c432aabf'

322,0,322,NULL,'Sheillah','Kenei',NULL,'Shirunji',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de8342ab-1691-11df-97a5-7038c432aabf'

325,0,325,NULL,'Hulita','Jebita',NULL,'Onano',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de8346a5-1691-11df-97a5-7038c432aabf'

330,0,330,NULL,'Tarus','Alamam',NULL,'Ngelese',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de834a74-1691-11df-97a5-7038c432aabf'

335,0,335,NULL,'Parmentier','Kipkiror',NULL,'Njoroge',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de834e54-1691-11df-97a5-7038c432aabf'

338,0,338,NULL,'Nora','Kasoa',NULL,'Kipkirui',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de83522c-1691-11df-97a5-7038c432aabf'

340,0,340,NULL,'Peris','Murungi',NULL,'Lega',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de835615-1691-11df-97a5-7038c432aabf'

346,0,346,NULL,'Parcel','Moso',NULL,'Ng\'Egno',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de835a3a-1691-11df-97a5-7038c432aabf'

347,0,347,NULL,'Nahashion','Kuchwa',NULL,'Wajala',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de835e34-1691-11df-97a5-7038c432aabf'

348,0,348,NULL,'Brandon','Lokol',NULL,'Kogeui',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de8361d4-1691-11df-97a5-7038c432aabf'

349,0,349,NULL,'Robin','Nyariki',NULL,'Nyakerario',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de836581-1691-11df-97a5-7038c432aabf'

359,0,359,NULL,'Rhone','Achakulwa',NULL,'Lemeto',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de83691d-1691-11df-97a5-7038c432aabf'

364,0,364,NULL,'Testarius','Ambote',NULL,'Indakasi',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de836cec-1691-11df-97a5-7038c432aabf'

369,0,369,NULL,'Jubilias','Lochacha',NULL,'Matelong',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de8370a1-1691-11df-97a5-7038c432aabf'

370,0,370,NULL,'Coon','Lieta',NULL,'Chepngetich',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de837453-1691-11df-97a5-7038c432aabf'

376,0,376,NULL,'Videlis','Nkoyo',NULL,'Kayon',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de8377e6-1691-11df-97a5-7038c432aabf'

379,0,379,NULL,'Anthony','Nyango',NULL,'Majanga',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de837b8a-1691-11df-97a5-7038c432aabf'

381,0,381,NULL,'Liza','Asinyen',NULL,'Mei',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de837f22-1691-11df-97a5-7038c432aabf'

382,0,382,NULL,'Annah','Kipchoge',NULL,'Lakwan',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de83a957-1691-11df-97a5-7038c432aabf'

386,0,386,NULL,'Sheila','Kaza',NULL,'Esike',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de83acf7-1691-11df-97a5-7038c432aabf'

387,0,387,NULL,'Alpina','Sielei',NULL,'Rotich',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de83b09f-1691-11df-97a5-7038c432aabf'

391,0,391,NULL,'Zurha','Ndunda',NULL,'Busio',NULL,NULL,NULL,1,'2006-01-1800:00:00',0,NULL,NULL,NULL,NULL,NULL,'de83b42f-1691-11df-97a5-7038c432aabf'

